sale_id,date,day_of_week,product_name,category,size,color,quantity_sold,price (Rs.),discount (%),total_amount (Rs.),payment_method,customer_gender,age_group,store_section,invoice_id,transaction_time,sku_id
S001740,2026-08-13,Thursday,Slim Fit Jeans,Bottoms,32,Navy,2,1299.00,0,2598.00,UPI,Male,Adult (31-45),Men,INV000882,16:12:00,P03-32-NAVY
S001741,2026-08-13,Thursday,Women Flats,Footwear,8,Silver,1,799.00,0,799.00,UPI,Male,Adult (31-45),Women,INV000882,16:12:00,P32-8-SILVER
S001742,2026-08-13,Thursday,Flip Flops,Footwear,7,Black,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000883,10:37:00,P23-7-BLACK
S001743,2026-08-13,Thursday,Straight Pants,Bottoms,S,Beige,2,799.00,0,1598.00,UPI,Female,Young Adult (20-30),Women,INV000883,10:37:00,P09-S-BEIGE
S001744,2026-08-13,Thursday,Formal Shirt,Tops,XL,Grey,1,999.00,0,999.00,UPI,Female,Young Adult (20-30),Men,INV000883,10:37:00,P05-XL-GREY
S001745,2026-08-13,Thursday,Women Flats,Footwear,5,Silver,2,799.00,0,1598.00,Card,Female,Adult (31-45),Women,INV000884,19:15:00,P32-5-SILVER
S001746,2026-08-13,Thursday,Sneakers,Footwear,9,Black,1,1499.00,0,1499.00,Card,Female,Adult (31-45),Men,INV000885,10:52:00,P20-9-BLACK
S001747,2026-08-13,Thursday,Sling Bag,Accessories,OneSize,Beige,1,699.00,0,699.00,Card,Female,Adult (31-45),Accessories,INV000885,10:52:00,P25-ONESIZE-BEIGE
S001748,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,M,Navy,1,399.00,0,399.00,UPI,Male,Teen (13-19),Men,INV000886,19:04:00,P01-M-NAVY
S001749,2026-08-13,Thursday,Sneakers,Footwear,10,Black,2,1499.00,0,2998.00,UPI,Male,Teen (13-19),Men,INV000886,19:04:00,P20-10-BLACK
S001750,2026-08-13,Thursday,Palazzo Kurta Set,Ethnic Wear,XS,Teal,1,1399.00,0,1399.00,UPI,Male,Teen (13-19),Women,INV000886,19:04:00,P14-XS-TEAL
S001751,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,S,Navy,1,399.00,0,399.00,Cash,Other,Adult (31-45),Men,INV000887,18:31:00,P01-S-NAVY
S001752,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,M,Mustard,1,999.00,0,999.00,Cash,Other,Adult (31-45),Women,INV000887,18:31:00,P07-M-MUSTARD
S001753,2026-08-13,Thursday,Flip Flops,Footwear,10,Grey,1,399.00,0,399.00,Cash,Other,Adult (31-45),Men,INV000887,18:31:00,P23-10-GREY
S001754,2026-08-13,Thursday,Women Flats,Footwear,6,Beige,1,799.00,0,799.00,Cash,Female,Young Adult (20-30),Women,INV000888,11:03:00,P32-6-BEIGE
S001755,2026-08-13,Thursday,Crop Top,Tops,M,Black,1,599.00,0,599.00,Cash,Female,Young Adult (20-30),Women,INV000888,11:03:00,P11-M-BLACK
S001756,2026-08-13,Thursday,Floral Kurti,Ethnic Wear,L,Pink,1,1199.00,0,1199.00,Cash,Female,Young Adult (20-30),Women,INV000888,11:03:00,P08-L-PINK
S001757,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,XL,Maroon,1,999.00,0,999.00,UPI,Female,Young Adult (20-30),Women,INV000889,15:54:00,P07-XL-MAROON
S001758,2026-08-13,Thursday,Straight Pants,Bottoms,L,Beige,2,799.00,0,1598.00,UPI,Female,Young Adult (20-30),Women,INV000889,15:54:00,P09-L-BEIGE
S001759,2026-08-13,Thursday,Crop Top,Tops,L,White,1,599.00,0,599.00,UPI,Female,Adult (31-45),Women,INV000890,21:26:00,P11-L-WHITE
S001760,2026-08-13,Thursday,Polo T-Shirt,Tops,XL,Maroon,1,699.00,0,699.00,Card,Female,Adult (31-45),Men,INV000891,14:23:00,P02-XL-MAROON
S001761,2026-08-13,Thursday,Sandals,Footwear,6,Black,1,999.00,0,999.00,Card,Female,Adult (31-45),Women,INV000891,14:23:00,P21-6-BLACK
S001762,2026-08-13,Thursday,Sneakers,Footwear,9,Grey,1,1499.00,0,1499.00,UPI,Female,Adult (31-45),Men,INV000892,12:51:00,P20-9-GREY
S001763,2026-08-13,Thursday,Printed Top,Tops,M,White,1,699.00,0,699.00,UPI,Female,Adult (31-45),Women,INV000893,18:51:00,P12-M-WHITE
S001764,2026-08-13,Thursday,Crop Top,Tops,M,White,1,599.00,0,599.00,UPI,Female,Adult (31-45),Women,INV000893,18:51:00,P11-M-WHITE
S001765,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,XL,Navy,1,399.00,0,399.00,Cash,Female,Teen (13-19),Men,INV000894,17:15:00,P01-XL-NAVY
S001766,2026-08-13,Thursday,Denim Jeggings,Bottoms,L,Black,2,999.00,0,1998.00,Cash,Female,Teen (13-19),Women,INV000894,17:15:00,P10-L-BLACK
S001767,2026-08-13,Thursday,Slim Fit Jeans,Bottoms,32,Navy,1,1299.00,0,1299.00,Card,Female,Young Adult (20-30),Men,INV000895,18:12:00,P03-32-NAVY
S001768,2026-08-13,Thursday,Crop Top,Tops,L,White,1,599.00,0,599.00,UPI,Male,Young Adult (20-30),Women,INV000896,18:39:00,P11-L-WHITE
S001769,2026-08-13,Thursday,Slim Fit Jeans,Bottoms,34,Navy,1,1299.00,0,1299.00,UPI,Male,Young Adult (20-30),Men,INV000896,18:39:00,P03-34-NAVY
S001770,2026-08-13,Thursday,Straight Pants,Bottoms,M,Beige,1,799.00,0,799.00,UPI,Female,Teen (13-19),Women,INV000897,19:52:00,P09-M-BEIGE
S001771,2026-08-13,Thursday,Crop Top,Tops,L,Lavender,1,599.00,0,599.00,UPI,Female,Teen (13-19),Women,INV000897,19:52:00,P11-L-LAVENDER
S001772,2026-08-13,Thursday,Kids Cartoon Tee,Tops,6-7Y,Yellow,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Kids,INV000898,19:46:00,P15-67Y-YELLOW
S001773,2026-08-13,Thursday,Women Flats,Footwear,5,Black,1,799.00,0,799.00,UPI,Male,Young Adult (20-30),Women,INV000898,19:46:00,P32-5-BLACK
S001774,2026-08-13,Thursday,Formal Shirt,Tops,L,White,2,999.00,0,1998.00,UPI,Male,Young Adult (20-30),Men,INV000898,19:46:00,P05-L-WHITE
S001775,2026-08-13,Thursday,Graphic Tee,Tops,XL,Red,1,499.00,0,499.00,UPI,Male,Young Adult (20-30),Men,INV000899,17:22:00,P06-XL-RED
S001776,2026-08-13,Thursday,Palazzo Kurta Set,Ethnic Wear,L,Teal,1,1399.00,0,1399.00,UPI,Male,Young Adult (20-30),Women,INV000899,17:22:00,P14-L-TEAL
S001777,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,M,Olive,1,399.00,0,399.00,Card,Male,Senior (46+),Men,INV000900,20:17:00,P01-M-OLIVE
S001778,2026-08-13,Thursday,Straight Pants,Bottoms,S,Black,1,799.00,0,799.00,UPI,Male,Adult (31-45),Women,INV000901,19:00:00,P09-S-BLACK
S001779,2026-08-13,Thursday,Polo T-Shirt,Tops,M,Maroon,1,699.00,0,699.00,UPI,Male,Adult (31-45),Men,INV000901,19:00:00,P02-M-MAROON
S001780,2026-08-13,Thursday,Kids Denim Shorts,Bottoms,8-9Y,Black,2,599.00,0,1198.00,UPI,Male,Adult (31-45),Kids,INV000902,19:10:00,P16-89Y-BLACK
S001781,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,M,Maroon,1,999.00,0,999.00,UPI,Male,Adult (31-45),Women,INV000902,19:10:00,P07-M-MAROON
S001782,2026-08-13,Thursday,Denim Jeggings,Bottoms,L,Indigo,2,999.00,0,1998.00,UPI,Female,Senior (46+),Women,INV000903,20:06:00,P10-L-INDIGO
S001783,2026-08-13,Thursday,Belt,Accessories,34,Brown,1,399.00,0,399.00,UPI,Female,Senior (46+),Accessories,INV000903,20:06:00,P26-34-BROWN
S001784,2026-08-13,Thursday,Printed Top,Tops,XL,White,1,699.00,0,699.00,Cash,Female,Young Adult (20-30),Women,INV000904,14:06:00,P12-XL-WHITE
S001785,2026-08-13,Thursday,Printed Top,Tops,M,White,1,699.00,0,699.00,Card,Female,Young Adult (20-30),Women,INV000905,20:36:00,P12-M-WHITE
S001786,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,M,Maroon,1,999.00,0,999.00,UPI,Female,Adult (31-45),Women,INV000906,19:20:00,P07-M-MAROON
S001787,2026-08-13,Thursday,Flip Flops,Footwear,7,Black,1,399.00,0,399.00,UPI,Female,Adult (31-45),Men,INV000906,19:20:00,P23-7-BLACK
S001788,2026-08-13,Thursday,Women Flats,Footwear,8,Beige,1,799.00,0,799.00,UPI,Female,Adult (31-45),Women,INV000906,19:20:00,P32-8-BEIGE
S001789,2026-08-13,Thursday,Polo T-Shirt,Tops,XL,Navy,1,699.00,0,699.00,Card,Male,Teen (13-19),Men,INV000907,17:05:00,P02-XL-NAVY
S001790,2026-08-13,Thursday,Women Flats,Footwear,5,Black,1,799.00,0,799.00,Card,Female,Young Adult (20-30),Women,INV000908,21:11:00,P32-5-BLACK
S001791,2026-08-13,Thursday,Palazzo Kurta Set,Ethnic Wear,XL,Teal,1,1399.00,0,1399.00,Card,Female,Young Adult (20-30),Women,INV000908,21:11:00,P14-XL-TEAL
S001792,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,L,White,1,399.00,0,399.00,Card,Female,Young Adult (20-30),Men,INV000908,21:11:00,P01-L-WHITE
S001793,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,L,Mustard,1,999.00,0,999.00,Card,Female,Young Adult (20-30),Women,INV000908,21:11:00,P07-L-MUSTARD
S001794,2026-08-13,Thursday,Palazzo Kurta Set,Ethnic Wear,XS,Maroon,2,1399.00,0,2798.00,Card,Female,Young Adult (20-30),Women,INV000908,21:11:00,P14-XS-MAROON
S001795,2026-08-13,Thursday,Chino Trousers,Bottoms,32,Beige,1,1099.00,0,1099.00,UPI,Female,Teen (13-19),Men,INV000909,16:26:00,P04-32-BEIGE
S001796,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,L,Olive,2,399.00,0,798.00,UPI,Female,Senior (46+),Men,INV000910,19:39:00,P01-L-OLIVE
S001797,2026-08-13,Thursday,Kids Sports Shoes,Footwear,1Y,Blue,2,899.00,0,1798.00,UPI,Male,Teen (13-19),Kids,INV000911,19:49:00,P22-1Y-BLUE
S001798,2026-08-13,Thursday,Printed Top,Tops,M,Blue,1,699.00,0,699.00,UPI,Male,Teen (13-19),Women,INV000911,19:49:00,P12-M-BLUE
S001799,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,M,Olive,1,399.00,0,399.00,UPI,Female,Adult (31-45),Men,INV000912,18:26:00,P01-M-OLIVE
S001800,2026-08-13,Thursday,Women Flats,Footwear,6,Beige,1,799.00,0,799.00,UPI,Female,Adult (31-45),Women,INV000912,18:26:00,P32-6-BEIGE
S001801,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,M,Maroon,1,999.00,0,999.00,UPI,Female,Adult (31-45),Women,INV000912,18:26:00,P07-M-MAROON
S001802,2026-08-13,Thursday,Printed Top,Tops,M,Red,1,699.00,0,699.00,UPI,Female,Adult (31-45),Women,INV000912,18:26:00,P12-M-RED
S001803,2026-08-13,Thursday,Kids Denim Shorts,Bottoms,4-5Y,Black,1,599.00,0,599.00,Cash,Male,Senior (46+),Kids,INV000913,15:42:00,P16-45Y-BLACK
S001804,2026-08-13,Thursday,Polo T-Shirt,Tops,S,Grey,1,699.00,0,699.00,Cash,Male,Senior (46+),Men,INV000913,15:42:00,P02-S-GREY
S001805,2026-08-13,Thursday,Kids Sports Shoes,Footwear,11C,Blue,1,899.00,0,899.00,UPI,Male,Young Adult (20-30),Kids,INV000914,15:52:00,P22-11C-BLUE
S001806,2026-08-13,Thursday,Flip Flops,Footwear,8,Black,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Men,INV000914,15:52:00,P23-8-BLACK
S001807,2026-08-13,Thursday,Slim Fit Jeans,Bottoms,34,Black,1,1299.00,0,1299.00,UPI,Male,Young Adult (20-30),Men,INV000914,15:52:00,P03-34-BLACK
S001808,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,M,Mustard,2,999.00,0,1998.00,Card,Female,Teen (13-19),Women,INV000915,15:44:00,P07-M-MUSTARD
S001809,2026-08-13,Thursday,Women Flats,Footwear,7,Silver,1,799.00,0,799.00,Card,Female,Teen (13-19),Women,INV000915,15:44:00,P32-7-SILVER
S001810,2026-08-13,Thursday,Belt,Accessories,34,Black,1,399.00,0,399.00,Card,Female,Teen (13-19),Accessories,INV000915,15:44:00,P26-34-BLACK
S001811,2026-08-13,Thursday,Floral Kurti,Ethnic Wear,S,Pink,1,1199.00,0,1199.00,Card,Female,Teen (13-19),Women,INV000915,15:44:00,P08-S-PINK
S001812,2026-08-13,Thursday,Cotton Kurti,Ethnic Wear,L,Mustard,1,999.00,0,999.00,UPI,Female,Teen (13-19),Women,INV000916,14:49:00,P07-L-MUSTARD
S001813,2026-08-13,Thursday,Graphic Tee,Tops,S,Red,1,499.00,0,499.00,UPI,Female,Teen (13-19),Men,INV000916,14:49:00,P06-S-RED
S001814,2026-08-13,Thursday,Sandals,Footwear,4,Black,1,999.00,0,999.00,UPI,Female,Teen (13-19),Women,INV000916,14:49:00,P21-4-BLACK
S001815,2026-08-13,Thursday,Handbag,Accessories,OneSize,Tan,1,999.00,0,999.00,Card,Male,Young Adult (20-30),Accessories,INV000917,19:35:00,P24-ONESIZE-TAN
S001816,2026-08-13,Thursday,Anarkali Kurta Set,Ethnic Wear,S,Wine,1,1799.00,30,1259.30,Card,Male,Young Adult (20-30),Women,INV000917,19:35:00,P13-S-WINE
S001817,2026-08-13,Thursday,Sandals,Footwear,5,Tan,1,999.00,0,999.00,Card,Male,Young Adult (20-30),Women,INV000917,19:35:00,P21-5-TAN
S001818,2026-08-13,Thursday,Sneakers,Footwear,10,Grey,1,1499.00,0,1499.00,UPI,Male,Young Adult (20-30),Men,INV000918,16:38:00,P20-10-GREY
S001819,2026-08-13,Thursday,Basic Crew T-Shirt,Tops,XL,Navy,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Men,INV000918,16:38:00,P01-XL-NAVY
S001820,2026-08-14,Friday,Floral Kurti,Ethnic Wear,L,Pink,1,1199.00,0,1199.00,Cash,Female,Adult (31-45),Women,INV000919,15:02:00,P08-L-PINK
S001821,2026-08-14,Friday,Straight Pants,Bottoms,XS,Black,1,799.00,0,799.00,Cash,Female,Adult (31-45),Women,INV000919,15:02:00,P09-XS-BLACK
S001822,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,S,Maroon,1,999.00,0,999.00,Cash,Female,Adult (31-45),Women,INV000919,15:02:00,P07-S-MAROON
S001823,2026-08-14,Friday,Printed Top,Tops,L,Red,1,699.00,0,699.00,UPI,Female,Young Adult (20-30),Women,INV000920,13:30:00,P12-L-RED
S001824,2026-08-14,Friday,Kids Sports Shoes,Footwear,13C,Blue,1,899.00,0,899.00,UPI,Female,Young Adult (20-30),Kids,INV000920,13:30:00,P22-13C-BLUE
S001825,2026-08-14,Friday,Kids Joggers,Bottoms,6-7Y,Grey,1,699.00,0,699.00,UPI,Female,Young Adult (20-30),Kids,INV000920,13:30:00,P19-67Y-GREY
S001826,2026-08-14,Friday,Chino Trousers,Bottoms,36,Navy,1,1099.00,0,1099.00,UPI,Female,Young Adult (20-30),Men,INV000920,13:30:00,P04-36-NAVY
S001827,2026-08-14,Friday,Printed Top,Tops,S,Red,1,699.00,0,699.00,Card,Female,Adult (31-45),Women,INV000921,18:41:00,P12-S-RED
S001828,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,S,Teal,2,999.00,0,1998.00,Card,Female,Adult (31-45),Women,INV000921,18:41:00,P07-S-TEAL
S001829,2026-08-14,Friday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV000922,17:39:00,P01-M-BLACK
S001830,2026-08-14,Friday,Chino Trousers,Bottoms,30,Navy,1,1099.00,0,1099.00,Cash,Female,Young Adult (20-30),Men,INV000923,20:42:00,P04-30-NAVY
S001831,2026-08-14,Friday,Polo T-Shirt,Tops,XL,Navy,2,699.00,0,1398.00,Cash,Female,Young Adult (20-30),Men,INV000923,20:42:00,P02-XL-NAVY
S001832,2026-08-14,Friday,Basic Crew T-Shirt,Tops,S,Olive,1,399.00,0,399.00,Cash,Female,Young Adult (20-30),Men,INV000923,20:42:00,P01-S-OLIVE
S001833,2026-08-14,Friday,Chino Trousers,Bottoms,34,Navy,1,1099.00,0,1099.00,Card,Female,Young Adult (20-30),Men,INV000924,14:34:00,P04-34-NAVY
S001834,2026-08-14,Friday,Crop Top,Tops,S,Lavender,1,599.00,0,599.00,Card,Female,Young Adult (20-30),Women,INV000924,14:34:00,P11-S-LAVENDER
S001835,2026-08-14,Friday,Straight Pants,Bottoms,XL,Black,2,799.00,0,1598.00,Card,Female,Young Adult (20-30),Women,INV000924,14:34:00,P09-XL-BLACK
S001836,2026-08-14,Friday,Denim Jeggings,Bottoms,M,Black,1,999.00,0,999.00,Card,Female,Young Adult (20-30),Women,INV000924,14:34:00,P10-M-BLACK
S001837,2026-08-14,Friday,Belt,Accessories,36,Black,1,399.00,0,399.00,Cash,Male,Teen (13-19),Accessories,INV000925,19:56:00,P26-36-BLACK
S001838,2026-08-14,Friday,Kids Cartoon Tee,Tops,2-3Y,Yellow,1,399.00,0,399.00,UPI,Male,Teen (13-19),Kids,INV000926,17:47:00,P15-23Y-YELLOW
S001839,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,S,Maroon,1,999.00,0,999.00,UPI,Male,Teen (13-19),Women,INV000926,17:47:00,P07-S-MAROON
S001840,2026-08-14,Friday,Kids Cartoon Tee,Tops,6-7Y,Red,1,399.00,0,399.00,Card,Male,Adult (31-45),Kids,INV000927,13:40:00,P15-67Y-RED
S001841,2026-08-14,Friday,Straight Pants,Bottoms,M,Beige,1,799.00,0,799.00,Card,Male,Adult (31-45),Women,INV000927,13:40:00,P09-M-BEIGE
S001842,2026-08-14,Friday,Basic Crew T-Shirt,Tops,M,White,1,399.00,0,399.00,Card,Female,Senior (46+),Men,INV000928,18:36:00,P01-M-WHITE
S001843,2026-08-14,Friday,Wallet,Accessories,OneSize,Black,1,499.00,0,499.00,Card,Female,Senior (46+),Accessories,INV000928,18:36:00,P27-ONESIZE-BLACK
S001844,2026-08-14,Friday,Crop Top,Tops,M,White,1,599.00,0,599.00,UPI,Female,Young Adult (20-30),Women,INV000929,19:21:00,P11-M-WHITE
S001845,2026-08-14,Friday,Floral Kurti,Ethnic Wear,M,Blue,1,1199.00,0,1199.00,UPI,Female,Young Adult (20-30),Women,INV000929,19:21:00,P08-M-BLUE
S001846,2026-08-14,Friday,Polo T-Shirt,Tops,L,Maroon,1,699.00,0,699.00,Card,Female,Senior (46+),Men,INV000930,19:36:00,P02-L-MAROON
S001847,2026-08-14,Friday,Kids Denim Shorts,Bottoms,8-9Y,Blue,1,599.00,0,599.00,UPI,Male,Senior (46+),Kids,INV000931,21:28:00,P16-89Y-BLUE
S001848,2026-08-14,Friday,Basic Crew T-Shirt,Tops,L,White,1,399.00,0,399.00,UPI,Male,Senior (46+),Men,INV000931,21:28:00,P01-L-WHITE
S001849,2026-08-14,Friday,Kids Denim Shorts,Bottoms,2-3Y,Black,1,599.00,0,599.00,UPI,Male,Senior (46+),Kids,INV000931,21:28:00,P16-23Y-BLACK
S001850,2026-08-14,Friday,Formal Shirt,Tops,XL,White,1,999.00,0,999.00,UPI,Male,Senior (46+),Men,INV000931,21:28:00,P05-XL-WHITE
S001851,2026-08-14,Friday,Chino Trousers,Bottoms,32,Navy,1,1099.00,0,1099.00,UPI,Male,Young Adult (20-30),Men,INV000932,11:42:00,P04-32-NAVY
S001852,2026-08-14,Friday,Formal Shirt,Tops,L,Blue,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Men,INV000932,11:42:00,P05-L-BLUE
S001853,2026-08-14,Friday,Kids Cartoon Tee,Tops,2-3Y,Red,1,399.00,0,399.00,Card,Female,Young Adult (20-30),Kids,INV000933,16:09:00,P15-23Y-RED
S001854,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,S,Maroon,1,999.00,0,999.00,Card,Female,Young Adult (20-30),Women,INV000933,16:09:00,P07-S-MAROON
S001855,2026-08-14,Friday,Kids Joggers,Bottoms,6-7Y,Navy,1,699.00,0,699.00,Card,Female,Young Adult (20-30),Kids,INV000933,16:09:00,P19-67Y-NAVY
S001856,2026-08-14,Friday,Denim Jeggings,Bottoms,M,Black,1,999.00,0,999.00,Card,Male,Adult (31-45),Women,INV000934,21:24:00,P10-M-BLACK
S001857,2026-08-14,Friday,Printed Top,Tops,L,Red,1,699.00,0,699.00,UPI,Male,Senior (46+),Women,INV000935,19:26:00,P12-L-RED
S001858,2026-08-14,Friday,Straight Pants,Bottoms,M,Beige,2,799.00,0,1598.00,UPI,Male,Senior (46+),Women,INV000935,19:26:00,P09-M-BEIGE
S001859,2026-08-14,Friday,Graphic Tee,Tops,L,Black,1,499.00,0,499.00,Card,Male,Young Adult (20-30),Men,INV000936,13:16:00,P06-L-BLACK
S001860,2026-08-14,Friday,Sneakers,Footwear,8,Black,2,1499.00,0,2998.00,Card,Male,Young Adult (20-30),Men,INV000936,13:16:00,P20-8-BLACK
S001861,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,M,Mustard,1,999.00,0,999.00,UPI,Female,Adult (31-45),Women,INV000937,15:59:00,P07-M-MUSTARD
S001862,2026-08-14,Friday,Printed Top,Tops,M,White,1,699.00,0,699.00,UPI,Female,Adult (31-45),Women,INV000938,18:34:00,P12-M-WHITE
S001863,2026-08-14,Friday,Floral Kurti,Ethnic Wear,S,Green,1,1199.00,0,1199.00,UPI,Female,Adult (31-45),Women,INV000939,13:48:00,P08-S-GREEN
S001864,2026-08-14,Friday,Kids Cartoon Tee,Tops,6-7Y,Blue,1,399.00,0,399.00,UPI,Female,Teen (13-19),Kids,INV000940,16:56:00,P15-67Y-BLUE
S001865,2026-08-14,Friday,Flip Flops,Footwear,10,Black,1,399.00,0,399.00,UPI,Male,Senior (46+),Men,INV000941,16:56:00,P23-10-BLACK
S001866,2026-08-14,Friday,Graphic Tee,Tops,S,Red,1,499.00,0,499.00,UPI,Male,Senior (46+),Men,INV000941,16:56:00,P06-S-RED
S001867,2026-08-14,Friday,Basic Crew T-Shirt,Tops,XL,Olive,1,399.00,0,399.00,Cash,Male,Adult (31-45),Men,INV000942,18:05:00,P01-XL-OLIVE
S001868,2026-08-14,Friday,Flip Flops,Footwear,10,Grey,1,399.00,0,399.00,Cash,Male,Adult (31-45),Men,INV000942,18:05:00,P23-10-GREY
S001869,2026-08-14,Friday,Hair Accessories Set,Accessories,OneSize,Black,1,199.00,0,199.00,Cash,Male,Adult (31-45),Accessories,INV000942,18:05:00,P28-ONESIZE-BLACK
S001870,2026-08-14,Friday,Formal Shirt,Tops,M,Grey,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Men,INV000943,20:02:00,P05-M-GREY
S001871,2026-08-14,Friday,Basic Crew T-Shirt,Tops,M,Olive,1,399.00,0,399.00,Cash,Male,Young Adult (20-30),Men,INV000944,15:12:00,P01-M-OLIVE
S001872,2026-08-14,Friday,Sneakers,Footwear,8,White,1,1499.00,0,1499.00,Cash,Male,Young Adult (20-30),Men,INV000944,15:12:00,P20-8-WHITE
S001873,2026-08-14,Friday,Slim Fit Jeans,Bottoms,32,Black,1,1299.00,0,1299.00,Card,Male,Young Adult (20-30),Men,INV000945,17:21:00,P03-32-BLACK
S001874,2026-08-14,Friday,Sandals,Footwear,8,Gold,1,999.00,0,999.00,Card,Male,Young Adult (20-30),Women,INV000945,17:21:00,P21-8-GOLD
S001875,2026-08-14,Friday,Formal Shirt,Tops,M,Blue,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Men,INV000946,19:24:00,P05-M-BLUE
S001876,2026-08-14,Friday,Printed Top,Tops,XL,Red,2,699.00,0,1398.00,UPI,Male,Young Adult (20-30),Women,INV000946,19:24:00,P12-XL-RED
S001877,2026-08-14,Friday,Crop Top,Tops,L,White,1,599.00,0,599.00,UPI,Male,Young Adult (20-30),Women,INV000946,19:24:00,P11-L-WHITE
S001878,2026-08-14,Friday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Men,INV000947,19:10:00,P01-M-BLACK
S001879,2026-08-14,Friday,Formal Shirt,Tops,L,Blue,1,999.00,0,999.00,UPI,Female,Adult (31-45),Men,INV000948,14:48:00,P05-L-BLUE
S001880,2026-08-14,Friday,Crop Top,Tops,M,White,1,599.00,0,599.00,Cash,Female,Adult (31-45),Women,INV000949,20:21:00,P11-M-WHITE
S001881,2026-08-14,Friday,Denim Jeggings,Bottoms,M,Black,1,999.00,0,999.00,Cash,Female,Adult (31-45),Women,INV000949,20:21:00,P10-M-BLACK
S001882,2026-08-14,Friday,Women Flats,Footwear,5,Black,1,799.00,0,799.00,Cash,Female,Teen (13-19),Women,INV000950,16:43:00,P32-5-BLACK
S001883,2026-08-14,Friday,Slim Fit Jeans,Bottoms,34,Black,1,1299.00,0,1299.00,Cash,Female,Teen (13-19),Men,INV000950,16:43:00,P03-34-BLACK
S001884,2026-08-14,Friday,Basic Crew T-Shirt,Tops,XL,Black,1,399.00,0,399.00,Card,Male,Young Adult (20-30),Men,INV000951,19:24:00,P01-XL-BLACK
S001885,2026-08-14,Friday,Formal Shirt,Tops,XL,White,1,999.00,0,999.00,Card,Male,Young Adult (20-30),Men,INV000952,20:31:00,P05-XL-WHITE
S001886,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,XL,Maroon,1,999.00,0,999.00,Card,Male,Young Adult (20-30),Women,INV000952,20:31:00,P07-XL-MAROON
S001887,2026-08-14,Friday,Graphic Tee,Tops,M,Black,1,499.00,0,499.00,Card,Male,Young Adult (20-30),Men,INV000952,20:31:00,P06-M-BLACK
S001888,2026-08-14,Friday,Sneakers,Footwear,8,Grey,1,1499.00,0,1499.00,Cash,Female,Adult (31-45),Men,INV000953,17:58:00,P20-8-GREY
S001889,2026-08-14,Friday,Formal Shirt,Tops,L,Grey,1,999.00,0,999.00,Cash,Female,Adult (31-45),Men,INV000953,17:58:00,P05-L-GREY
S001890,2026-08-14,Friday,Women Flats,Footwear,6,Black,2,799.00,0,1598.00,UPI,Female,Adult (31-45),Women,INV000954,16:05:00,P32-6-BLACK
S001891,2026-08-14,Friday,Kids Denim Shorts,Bottoms,8-9Y,Blue,1,599.00,0,599.00,UPI,Female,Adult (31-45),Kids,INV000954,16:05:00,P16-89Y-BLUE
S001892,2026-08-14,Friday,Sneakers,Footwear,7,Grey,1,1499.00,0,1499.00,UPI,Female,Adult (31-45),Men,INV000954,16:05:00,P20-7-GREY
S001893,2026-08-14,Friday,Printed Top,Tops,S,White,1,699.00,0,699.00,UPI,Female,Adult (31-45),Women,INV000954,16:05:00,P12-S-WHITE
S001894,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,L,Mustard,1,999.00,0,999.00,UPI,Female,Adult (31-45),Women,INV000954,16:05:00,P07-L-MUSTARD
S001895,2026-08-14,Friday,Crop Top,Tops,L,White,2,599.00,0,1198.00,UPI,Female,Teen (13-19),Women,INV000955,18:34:00,P11-L-WHITE
S001896,2026-08-14,Friday,Cotton Kurti,Ethnic Wear,L,Teal,1,999.00,0,999.00,UPI,Female,Teen (13-19),Women,INV000955,18:34:00,P07-L-TEAL
